"cntry","w4q47","w4q50","w4q52","gndr","agea","eduyrs","eisced","hinctnta","region"
"AT",1,3,4,1,64,13,3,5,"AT22"
"AT",1,4,3,1,76,17,7,10,"AT31"
"AT",2,3,3,1,55,14,5,8,"AT12"
"AT",2,3,3,2,26,15,7,3,"AT13"
"AT",2,2,2,2,51,13,5,8,"AT21"
"AT",1,4,4,2,33,22,7,3,"AT13"
"AT",2,2,2,2,28,13,3,3,"AT11"
"AT",2,2,2,2,61,13,3,1,"AT22"
"AT",1,3,3,1,45,13,3,8,"AT34"
"AT",2,2,2,2,44,14,5,7,"AT31"
"AT",2,3,3,1,39,19,7,9,"AT12"
"AT",3,2,2,2,60,11,3,6,"AT12"
"AT",1,4,3,2,41,20,7,6,"AT22"
"AT",1,4,4,2,69,15,5,3,"AT13"
"AT",2,2,2,2,55,13,5,NA,"AT34"
"AT",1,3,4,1,75,10,3,6,"AT12"
"AT",1,4,4,1,53,12,5,10,"AT13"
"AT",2,3,2,2,43,15,5,1,"AT21"
"AT",1,3,3,1,39,19,5,7,"AT31"
"AT",2,2,2,2,52,21,5,5,"AT22"
"AT",2,2,2,2,71,19,7,9,"AT12"
"AT",1,3,3,2,34,13,3,10,"AT32"
"AT",1,3,3,2,40,17,7,3,"AT22"
"AT",3,2,2,1,47,12,4,5,"AT34"
"AT",2,3,3,1,57,10,2,9,"AT31"
"AT",1,3,1,2,32,13,7,4,"AT21"
"AT",2,2,2,1,56,13,3,6,"AT34"
"AT",2,2,2,2,62,23,7,8,"AT31"
"AT",1,3,3,2,30,18,7,8,"AT31"
"AT",1,3,4,1,32,12,5,7,"AT31"
"AT",1,3,3,2,40,22,7,10,"AT31"
"AT",3,1,1,1,26,17,4,7,"AT12"
"AT",1,3,3,1,78,18,7,10,"AT12"
"AT",3,2,2,2,36,22,7,6,"AT13"
"AT",2,3,4,2,64,11,3,7,"AT22"
"AT",1,3,4,2,48,12,3,4,"AT31"
"AT",NA,NA,NA,2,44,16,7,9,"AT13"
"AT",2,2,2,1,36,13,4,NA,"AT22"
"AT",2,2,3,1,22,13,4,7,"AT12"
"AT",1,2,2,1,69,20,7,8,"AT33"
"AT",1,4,4,2,31,19,7,NA,"AT13"
"AT",2,2,2,1,81,8,1,3,"AT31"
"AT",2,2,2,2,41,16,5,NA,"AT33"
"AT",1,3,3,1,75,13,5,8,"AT22"
"AT",2,3,3,2,79,11,3,3,"AT12"
"AT",2,3,4,2,69,13,5,5,"AT33"
"AT",1,3,3,1,37,17,7,8,"AT21"
"AT",1,4,4,2,57,NA,3,NA,"AT21"
"AT",1,4,4,1,77,16,4,NA,"AT13"
"AT",2,2,2,1,49,21,7,10,"AT13"
"AT",1,2,3,2,57,18,7,5,"AT13"
"AT",3,2,1,1,61,21,3,5,"AT12"
"AT",3,2,2,2,51,16,4,6,"AT13"
"AT",1,3,3,1,64,NA,7,NA,"AT32"
"AT",2,2,2,2,62,12,3,NA,"AT22"
"AT",1,2,2,2,51,18,7,6,"AT13"
"AT",1,3,3,1,47,12,3,NA,"AT33"
"AT",2,3,3,1,37,13,3,10,"AT12"
"AT",2,3,2,2,61,18,4,7,"AT12"
"AT",4,1,1,2,22,13,5,2,"AT13"
"AT",NA,NA,NA,2,81,12,2,3,"AT21"
"AT",1,3,3,1,43,14,5,9,"AT12"
"AT",2,3,3,1,50,22,7,3,"AT31"
"AT",1,3,3,1,55,13,5,8,"AT12"
"AT",1,4,4,1,61,13,5,7,"AT33"
"AT",2,3,3,2,62,12,3,10,"AT11"
"AT",2,2,1,1,83,12,5,NA,"AT11"
"AT",2,2,2,1,59,9,3,NA,"AT12"
"AT",1,3,3,1,63,16,7,10,"AT33"
"AT",2,1,2,1,43,13,3,2,"AT34"
"AT",2,2,2,1,38,13,5,7,"AT13"
"AT",1,3,4,1,40,12,7,5,"AT13"
"AT",2,3,2,1,55,13,6,8,"AT11"
"AT",1,3,3,2,35,14,6,9,"AT12"
"AT",1,2,3,2,60,15,7,9,"AT31"
"AT",2,4,3,1,60,20,7,10,"AT13"
"AT",1,3,4,2,49,13,5,9,"AT31"
"AT",2,3,3,2,25,18,7,4,"AT32"
"AT",1,3,3,2,45,14,3,4,"AT13"
"AT",3,4,4,1,32,16,3,NA,"AT31"
"AT",2,4,4,2,49,11,6,7,"AT12"
"AT",2,3,2,1,53,13,3,7,"AT22"
"AT",2,2,2,2,76,8,3,3,"AT13"
"AT",2,2,2,1,55,19,7,10,"AT22"
"AT",2,2,3,2,75,11,3,2,"AT21"
"AT",1,3,3,2,29,20,7,10,"AT13"
"AT",1,4,4,1,57,11,3,6,"AT21"
"AT",1,3,4,1,56,13,3,9,"AT12"
"AT",1,3,3,2,37,21,7,9,"AT34"
"AT",1,3,4,1,45,12,3,8,"AT31"
"AT",1,3,3,2,60,12,5,3,"AT21"
"AT",3,2,2,1,39,21,6,9,"AT13"
"AT",1,3,4,2,40,14,6,7,"AT31"
"AT",3,2,2,2,29,19,7,NA,"AT12"
"AT",1,4,3,2,32,24,5,4,"AT22"
"AT",2,4,4,1,74,11,3,8,"AT22"
"AT",2,3,3,2,62,13,5,7,"AT33"
"AT",1,3,4,2,20,14,5,7,"AT33"
"AT",1,3,4,1,30,20,7,2,"AT13"
"AT",1,3,3,2,62,15,5,8,"AT22"
"AT",3,1,2,2,42,13,5,9,"AT12"
"AT",1,3,3,1,89,18,7,8,"AT22"
"AT",2,3,2,1,62,25,4,5,"AT22"
"AT",2,2,2,1,46,13,3,7,"AT13"
"AT",1,4,4,2,37,20,7,10,"AT34"
"AT",2,3,3,2,31,18,6,7,"AT34"
"AT",1,3,4,1,58,12,7,10,"AT22"
"AT",2,2,2,1,47,17,4,4,"AT31"
"AT",2,2,1,2,20,12,4,5,"AT12"
"AT",1,4,3,1,50,10,3,5,"AT31"
"AT",1,3,3,1,48,16,7,9,"AT31"
"AT",2,2,2,1,32,17,7,2,"AT31"
"AT",1,3,3,2,62,9,2,NA,"AT32"
"AT",1,3,3,2,45,15,6,9,"AT31"
"AT",3,2,2,2,67,10,5,2,"AT13"
"AT",1,3,4,2,32,17,6,NA,"AT33"
"AT",2,3,3,1,48,19,7,6,"AT12"
"BE",1,4,3,1,58,18,6,7,"BE33"
"BE",1,3,4,1,61,19,7,6,"BE24"
"BE",1,3,3,2,46,17,5,6,"BE23"
"BE",1,3,3,1,64,15,6,9,"BE32"
"BE",1,4,4,1,62,12,2,3,"BE25"
"BE",1,4,4,1,84,5,4,NA,"BE34"
"BE",2,3,3,2,33,17,7,10,"BE25"
"BE",1,3,3,2,50,17,7,6,"BE22"
"BE",1,3,3,1,48,12,4,7,"BE24"
"BE",1,3,3,2,35,17,7,7,"BE23"
"BE",1,3,3,1,64,23,7,6,"BE32"
"BE",3,2,2,1,22,17,6,NA,"BE25"
"BE",NA,NA,NA,2,25,17,4,10,"BE31"
"BE",1,3,3,1,51,16,5,5,"BE31"
"BE",3,3,3,2,44,17,7,9,"BE24"
"BE",2,3,4,1,56,15,6,10,"BE22"
"BE",2,3,4,2,42,16,6,9,"BE31"
"BE",1,4,4,2,25,17,7,10,"BE21"
"BE",2,3,3,1,54,14,4,7,"BE33"
"BE",1,2,3,1,68,12,4,6,"BE33"
"BE",2,3,3,1,37,17,7,10,"BE24"
"BE",2,3,3,1,59,14,6,5,"BE22"
"BE",2,4,NA,1,32,12,5,3,"BE23"
"BE",3,2,2,1,50,18,6,8,"BE32"
"BE",1,4,4,1,80,11,4,6,"BE23"
"BE",2,2,2,1,43,21,7,7,"BE10"
"BE",1,3,3,1,32,16,4,6,"BE22"
"BE",1,3,3,1,57,17,7,10,"BE21"
"BE",2,3,2,1,76,14,6,4,"BE21"
"BE",1,3,2,2,29,16,6,8,"BE24"
"BE",2,2,2,2,47,16,7,NA,"BE22"
"BE",1,4,3,2,62,17,6,7,"BE33"
"BE",1,2,2,1,39,16,7,5,"BE23"
"BE",1,3,3,1,22,16,4,8,"BE33"
"BE",1,4,3,1,31,11,6,7,"BE23"
"BE",2,2,2,1,61,19,6,7,"BE31"
"BE",2,3,3,2,68,12,4,6,"BE34"
"BE",1,4,4,2,32,17,7,10,"BE21"
"BE",3,1,2,1,32,19,7,5,"BE23"
"BE",2,2,2,1,20,12,4,5,"BE22"
"BE",1,4,4,1,60,15,6,7,"BE34"
"BE",1,4,4,1,47,16,6,10,"BE22"
"BE",1,2,4,2,42,16,7,6,"BE10"
"BE",1,3,2,1,24,18,6,NA,"BE25"
"BE",2,3,2,1,48,19,6,5,"BE32"
"BE",3,4,3,2,23,12,5,NA,"BE21"
"BE",2,2,2,2,61,14,6,8,"BE24"
"BE",3,4,4,2,73,10,2,NA,"BE23"
"BE",2,2,3,2,63,9,2,NA,"BE33"
"BE",2,4,4,2,58,12,2,7,"BE23"
"BE",2,3,2,1,23,17,4,7,"BE25"
"BE",1,2,3,1,69,12,4,7,"BE23"
"BE",3,2,2,2,70,10,3,5,"BE25"
"BE",2,3,3,1,49,14,2,8,"BE32"
"BE",2,3,2,2,47,12,4,7,"BE23"
"BE",2,2,2,1,67,11,2,4,"BE24"
"BE",1,3,3,2,39,9,7,6,"BE23"
"BE",1,2,2,1,70,20,7,NA,"BE22"
"BE",2,2,2,1,52,13,4,2,"BE24"
"BE",1,3,2,1,22,16,6,NA,"BE21"
"BE",2,3,2,1,76,13,4,5,"BE24"
"BE",3,2,NA,2,39,13,5,4,"BE23"
"BE",2,3,3,2,31,20,6,NA,"BE25"
"BE",1,4,4,1,63,11,2,5,"BE25"
"BE",1,4,4,2,29,18,7,8,"BE24"
"BE",4,3,3,1,30,17,5,2,"BE25"
"BE",2,3,2,2,30,19,4,6,"BE22"
"BE",1,3,4,1,69,15,5,6,"BE35"
"BE",2,2,1,2,57,12,5,6,"BE22"
"BE",2,2,2,1,67,15,4,8,"BE10"
"BE",1,4,4,1,58,NA,7,NA,"BE34"
"BE",1,3,4,2,42,15,6,3,"BE32"
"BE",2,2,2,2,41,18,7,8,"BE32"
"BE",2,2,3,2,33,18,7,5,"BE21"
"BE",3,3,NA,1,20,14,4,5,"BE24"
"BE",2,3,3,2,27,18,6,10,"BE23"
"BE",2,2,2,2,67,14,6,7,"BE24"
"BE",3,2,2,1,51,13,3,8,"BE34"
"BE",1,3,4,1,60,12,3,2,"BE33"
"BE",4,2,2,1,66,8,2,3,"BE24"
"BE",2,2,2,2,60,15,6,8,"BE23"
"BE",4,NA,NA,1,49,16,1,6,"BE32"
"BE",3,3,3,1,28,12,1,3,"BE31"
"BE",2,2,2,1,67,14,4,3,"BE31"
"BE",2,3,3,2,67,17,6,7,"BE23"
"BE",2,3,3,1,66,13,4,5,"BE21"
"BE",2,2,3,1,41,8,5,9,"BE10"
"BE",3,2,1,1,60,18,7,8,"BE24"
"BE",1,3,3,1,22,15,4,4,"BE31"
"BE",1,4,3,1,70,16,6,8,"BE22"
"BE",3,1,1,1,28,13,3,4,"BE22"
"BE",2,2,1,2,23,17,6,8,"BE24"
"BE",2,3,2,2,62,8,1,5,"BE21"
"BE",1,3,3,2,36,14,5,8,"BE25"
"BE",3,1,2,2,51,12,4,7,"BE23"
"BE",1,3,2,2,64,9,2,2,"BE21"
"BE",1,3,3,2,59,12,4,2,"BE25"
"BE",1,2,2,1,65,14,4,6,"BE24"
"BE",NA,NA,NA,2,49,14,4,10,"BE21"
"BE",2,3,4,1,23,16,6,6,"BE23"
"BE",3,3,3,2,37,17,6,6,"BE21"
"BE",3,2,3,2,72,19,6,6,"BE35"
"BE",4,2,3,2,27,18,7,3,"BE24"
"BE",1,4,4,2,51,19,7,10,"BE21"
"BE",1,2,2,1,18,12,4,7,"BE32"
"BE",1,3,4,2,37,15,6,3,"BE10"
"BE",2,2,3,2,18,12,4,NA,"BE32"
"BE",3,3,3,2,58,15,6,4,"BE21"
"BE",1,4,4,1,41,20,7,9,"BE21"
"BE",2,2,2,2,63,16,6,9,"BE23"
"BE",1,4,4,1,42,17,6,8,"BE31"
"BE",1,4,3,1,73,17,6,4,"BE23"
"BE",1,4,3,2,23,17,4,7,"BE33"
"BE",1,2,3,1,63,11,2,1,"BE32"
"BE",3,2,2,2,68,14,4,4,"BE33"
"BE",1,3,3,2,50,17,7,4,"BE24"
"BE",2,2,2,2,55,14,5,8,"BE24"
"BE",3,2,2,2,57,12,3,2,"BE33"
"BE",1,4,3,2,23,15,4,5,"BE10"
"BE",1,2,3,2,55,19,6,6,"BE33"
"BE",2,3,3,1,42,13,5,7,"BE35"
"BE",1,4,4,1,34,16,6,9,"BE21"
"BE",1,3,4,1,41,13,5,9,"BE21"
"BE",2,2,2,1,58,12,4,5,"BE21"
"BE",1,4,3,1,64,15,6,8,"BE23"
"BE",1,3,4,1,37,20,7,8,"BE32"
"BE",1,4,3,2,28,22,7,9,"BE23"
"BE",2,2,2,2,59,12,4,8,"BE23"
"BE",1,3,3,2,43,13,4,8,"BE24"
"BE",2,2,2,2,61,12,4,1,"BE33"
"BE",2,2,2,1,38,13,4,8,"BE23"
"BE",1,3,2,1,19,12,4,NA,"BE21"
"BE",1,4,4,2,28,13,7,3,"BE22"
"BE",1,3,3,1,67,16,7,7,"BE25"
"BE",2,2,2,1,65,9,2,3,"BE24"
"BE",1,4,3,1,57,17,7,10,"BE21"
"BE",1,3,2,2,29,15,6,7,"BE25"
"BE",1,3,3,1,38,18,7,8,"BE32"
"BE",3,2,2,1,56,17,6,NA,"BE21"
"BE",1,3,3,2,59,18,7,9,"BE23"
"BE",1,4,4,1,63,10,2,7,"BE25"
"BE",1,3,2,1,34,27,6,7,"BE31"
"BE",3,2,2,2,74,15,6,5,"BE21"
"BE",1,4,4,1,61,25,7,7,"BE34"
"BE",1,3,3,2,20,14,5,6,"BE21"
"BE",1,3,3,2,26,18,7,7,"BE33"
"BE",2,4,3,2,76,13,6,4,"BE21"
"BE",1,3,4,1,57,17,5,9,"BE35"
"BE",1,4,4,1,44,12,4,8,"BE23"
"BE",2,3,3,2,54,16,6,6,"BE10"
"BE",NA,3,3,1,58,16,6,3,"BE32"
"BE",1,3,3,2,37,23,7,8,"BE32"
"BE",1,4,3,1,29,15,6,10,"BE22"
"BE",3,2,1,2,59,15,6,3,"BE25"
"BE",1,3,2,1,65,12,5,5,"BE25"
"BE",1,4,4,2,62,12,2,5,"BE22"
"BE",1,3,3,2,42,18,6,7,"BE33"
"BE",3,2,2,2,53,13,5,1,"BE23"
"BE",2,3,3,1,36,13,3,10,"BE31"
"BE",3,2,4,1,69,12,2,5,"BE32"
"BE",2,3,3,2,27,18,7,4,"BE22"
"BE",2,3,4,1,58,12,2,10,"BE33"
"BE",2,2,2,2,41,14,4,2,"BE35"
"BE",1,2,2,2,34,22,7,9,"BE10"
"BE",1,4,4,1,52,18,7,10,"BE23"
"BE",1,4,4,2,34,13,4,8,"BE21"
"BE",2,4,3,2,47,15,6,6,"BE22"
"BE",1,3,2,2,19,13,4,9,"BE25"
"BE",3,1,1,2,68,12,4,6,"BE22"
"BE",2,3,3,2,73,13,4,7,"BE32"
"BE",2,3,2,1,40,8,2,8,"BE10"
"BE",1,3,3,1,54,18,7,10,"BE24"
"BE",2,3,3,1,30,18,4,1,"BE21"
"BE",2,1,1,2,17,10,2,7,"BE21"
"BE",1,4,4,2,23,17,7,NA,"BE21"
"BE",1,2,3,2,49,19,7,10,"BE10"
"BE",1,3,3,1,71,12,4,5,"BE22"
"BE",2,3,3,2,32,17,7,10,"BE10"
"BE",1,4,3,1,78,12,5,2,"BE21"
"BE",1,4,4,2,24,17,4,7,"BE24"
"BE",1,3,4,1,66,12,4,4,"BE24"
"BE",1,4,4,2,51,17,6,9,"BE25"
"BE",2,2,2,1,48,13,4,10,"BE23"
"BE",1,3,3,1,80,16,7,9,"BE21"
"BE",1,3,3,1,69,12,7,5,"BE23"
"BE",2,3,3,1,63,18,7,7,"BE32"
"BE",1,4,4,1,52,17,6,9,"BE32"
"BE",2,3,3,2,41,16,7,9,"BE23"
"BE",1,4,3,2,30,15,5,8,"BE21"
"BE",1,4,4,2,73,14,6,5,"BE33"
"BE",1,3,2,1,60,10,2,7,"BE23"
"BE",2,3,3,2,20,14,4,NA,"BE23"
"BE",2,2,2,2,88,12,4,2,"BE21"
"BE",1,4,4,1,47,13,2,8,"BE21"
"BE",1,3,2,1,57,13,5,4,"BE23"
"BE",1,3,3,2,32,12,4,6,"BE23"
"BE",2,2,2,1,32,16,6,7,"BE33"
"BE",NA,NA,NA,1,64,16,7,7,"BE32"
"BE",3,2,2,2,54,15,6,6,"BE24"
"BE",1,3,2,2,44,16,6,8,"BE25"
"BE",3,2,2,1,32,12,4,7,"BE23"
"BE",1,NA,2,2,37,15,6,7,"BE25"
"BE",3,1,2,2,54,15,6,8,"BE23"
"BE",1,4,4,1,75,18,7,3,"BE21"
"BE",2,2,3,1,49,19,7,10,"BE24"
"BE",1,3,3,2,47,13,6,10,"BE21"
"BE",3,2,2,1,53,17,6,5,"BE25"
"BE",1,3,3,1,58,18,7,10,"BE32"
"BE",1,3,2,1,31,17,7,8,"BE23"
"BE",1,3,3,2,49,13,5,2,"BE25"
"BE",1,3,3,2,65,17,7,5,"BE31"
"BE",1,3,4,1,38,17,7,8,"BE33"
"BE",2,2,2,2,90,9,2,6,"BE31"
"BE",1,4,3,2,48,16,6,5,"BE33"
"BE",3,2,2,2,35,16,6,4,"BE21"
"BE",2,2,2,2,54,18,7,8,"BE24"
"BE",1,3,2,1,36,18,7,5,"BE23"
"BE",3,3,3,1,19,12,4,7,"BE23"
"BE",1,3,4,2,62,14,6,8,"BE25"
"BE",3,3,3,2,60,12,4,7,"BE22"
"BE",2,4,4,2,69,14,4,4,"BE24"
"BE",1,4,4,1,44,21,4,8,"BE35"
"BE",2,2,3,1,68,12,4,6,"BE23"
"BE",4,2,1,2,24,12,2,8,"BE32"
"BE",2,2,2,2,71,14,6,4,"BE25"
"BE",2,2,2,2,36,18,6,3,"BE33"
"BE",3,2,2,2,39,17,6,8,"BE32"
"BE",2,3,3,1,60,19,6,9,"BE33"
"BE",1,3,4,1,53,12,5,7,"BE25"
"BE",3,2,3,1,87,16,6,5,"BE32"
"BE",1,3,2,1,72,15,4,7,"BE23"
"BE",2,3,3,1,32,14,5,8,"BE21"
"BE",1,4,4,1,72,17,7,8,"BE33"
"BE",2,2,1,1,44,17,55,7,"BE21"
"BE",1,3,2,1,76,17,7,5,"BE25"
"BE",1,3,3,2,66,21,7,7,"BE24"
"BE",1,3,4,1,59,14,4,9,"BE10"
"BE",1,3,3,1,50,20,7,9,"BE24"
"BE",2,3,4,2,71,13,6,7,"BE21"
"BE",3,2,3,1,47,10,1,6,"BE23"
"BE",1,4,4,1,57,17,6,4,"BE25"
"BE",NA,NA,NA,2,44,12,3,6,"BE21"
"BE",2,3,4,1,67,13,4,7,"BE23"
"BE",1,3,3,2,60,14,6,8,"BE35"
"BE",1,2,3,1,54,13,5,2,"BE24"
"BE",2,2,2,2,50,15,6,5,"BE22"
"BE",1,4,4,1,47,17,7,10,"BE24"
"BE",2,3,3,1,30,16,6,9,"BE23"
"BE",1,2,3,2,51,11,4,2,"BE21"
"BE",3,2,2,1,19,12,2,NA,"BE25"
"BE",1,3,3,2,70,16,6,5,"BE25"
"BE",2,1,1,2,67,12,4,5,"BE23"
"BE",1,3,3,2,29,16,7,5,"BE24"
"BE",1,4,3,2,61,15,6,NA,"BE22"
"BE",2,4,NA,2,81,16,6,7,"BE23"
"BE",2,2,2,2,68,15,6,6,"BE25"
"BE",1,4,4,2,55,18,6,5,"BE21"
"BE",3,2,2,2,49,10,55,6,"BE23"
"BE",1,4,2,2,25,13,4,8,"BE21"
"BE",1,3,3,1,60,18,6,7,"BE21"
"BE",1,3,3,2,32,15,6,4,"BE22"
"BE",1,3,2,1,26,16,7,8,"BE21"
"BE",2,4,2,1,55,13,4,6,"BE25"
"BE",3,3,3,2,20,15,4,6,"BE21"
"BE",4,2,2,2,22,16,6,9,"BE25"
"BE",2,3,2,2,28,19,7,4,"BE32"
"BE",1,3,2,1,26,15,6,4,"BE25"
"BE",2,2,2,1,20,11,2,5,"BE21"
"BE",2,3,NA,1,27,20,7,10,"BE32"
"BE",1,3,3,2,64,12,4,7,"BE24"
"BE",2,2,1,1,46,15,6,6,"BE22"
"BE",2,2,3,2,37,18,7,9,"BE21"
"BE",1,2,2,1,44,17,7,6,"BE23"
"BE",1,4,4,2,79,14,6,7,"BE24"
"BE",2,3,3,2,40,17,6,8,"BE24"
"BE",1,3,4,1,24,13,5,4,"BE24"
"BE",2,2,2,1,23,15,5,7,"BE23"
"BE",2,2,2,2,54,15,6,3,"BE34"
"BE",3,1,2,2,43,16,7,9,"BE22"
"BE",1,3,3,1,64,19,6,NA,"BE22"
"BE",1,4,4,2,40,16,6,5,"BE25"
"BE",2,2,1,1,41,15,6,8,"BE21"
"BE",2,3,3,2,20,14,4,NA,"BE10"
"BE",1,4,4,2,58,15,6,4,"BE21"
"BE",3,2,2,2,35,16,6,8,"BE23"
"BE",2,3,3,2,26,20,7,8,"BE23"
"BE",2,3,3,1,44,18,7,9,"BE25"
"BE",2,2,2,2,47,12,4,6,"BE25"
"BE",2,2,1,1,33,13,5,6,"BE23"
"BE",2,2,2,2,48,13,4,2,"BE35"
"BE",2,3,2,2,30,17,6,4,"BE24"
"BE",1,3,2,2,25,16,6,7,"BE25"
"BE",1,4,4,1,62,15,6,8,"BE25"
"BE",2,3,4,1,70,10,2,3,"BE24"
"BE",2,3,2,2,61,10,2,2,"BE23"
"BE",2,3,3,2,59,12,4,7,"BE23"
"BE",2,4,3,1,59,15,5,9,"BE23"
"BE",2,3,3,1,55,18,7,10,"BE10"
"BE",1,4,4,1,51,16,7,8,"BE23"
"BE",2,2,2,1,62,12,4,7,"BE21"
"BE",1,4,4,1,39,13,4,7,"BE25"
"BE",1,3,2,1,26,17,6,NA,"BE22"
"BE",2,2,2,2,54,17,7,10,"BE24"
"BE",1,3,2,1,57,16,7,7,"BE23"
"BE",1,3,3,1,49,18,7,8,"BE21"
"BE",1,4,4,1,46,13,4,7,"BE24"
"BE",1,3,4,1,45,16,6,7,"BE21"
"BE",1,3,3,2,64,8,1,7,"BE21"
"BE",1,3,4,1,86,NA,5,4,"BE32"
"BE",3,2,2,1,48,12,4,7,"BE25"
"BE",1,3,3,1,67,5,1,6,"BE21"
"BE",2,3,3,1,43,17,6,9,"BE24"
"BE",1,3,2,1,74,18,55,4,"BE23"
"BE",1,4,3,1,80,15,6,10,"BE24"
"BE",1,3,3,2,43,17,7,8,"BE23"
"BE",3,2,3,2,46,14,2,NA,"BE32"
"BE",2,2,2,2,59,14,6,5,"BE23"
"BE",3,3,3,1,19,12,4,5,"BE32"
"BE",1,3,4,2,48,16,6,8,"BE10"
"BE",2,3,4,1,59,13,4,7,"BE23"
"BE",3,2,2,2,51,22,7,10,"BE31"
"BE",1,3,4,1,71,9,2,2,"BE35"
"BE",3,3,3,1,31,14,2,7,"BE21"
"BE",1,3,3,1,49,18,6,9,"BE10"
"BE",2,3,3,2,34,14,4,8,"BE35"
"BE",1,3,3,1,68,22,7,7,"BE24"
"BE",1,1,1,1,66,6,1,5,"BE35"
"BE",2,3,2,1,28,17,7,9,"BE24"
"BE",3,2,3,1,36,27,7,7,"BE33"
"BE",2,2,3,1,19,15,2,5,"BE31"
"BE",2,2,2,1,45,13,2,5,"BE35"
"BE",1,4,3,2,75,12,4,5,"BE24"
"BE",1,3,3,1,70,12,4,4,"BE33"
"BE",1,4,3,2,58,14,6,10,"BE25"
"BE",3,4,2,1,28,12,2,5,"BE21"
"BE",1,4,4,1,67,20,7,5,"BE25"
"BE",1,3,3,2,66,12,4,6,"BE33"
"BE",1,3,2,1,74,12,4,6,"BE21"
"BE",1,3,3,1,67,14,4,3,"BE21"
"BE",2,2,3,2,49,18,7,NA,"BE33"
"BE",1,3,3,1,36,17,7,9,"BE33"
"BE",2,2,1,2,44,12,5,NA,"BE22"
"BE",1,2,3,2,51,17,7,7,"BE10"
"BE",2,2,2,2,57,12,2,2,"BE32"
"BE",2,2,2,1,70,16,7,5,"BE23"
"BE",1,3,3,1,65,21,6,7,"BE23"
"BE",1,4,3,2,21,16,4,NA,"BE23"
"BE",2,2,2,1,20,16,4,NA,"BE33"
"BE",2,2,2,2,46,20,7,9,"BE21"
"BE",2,2,2,1,35,13,3,5,"BE22"
"BE",1,3,2,2,59,13,3,3,"BE21"
"BE",1,3,3,1,79,6,1,5,"BE35"
"BE",1,3,3,1,62,20,6,7,"BE32"
"BE",2,2,2,2,39,13,4,9,"BE25"
"BE",2,2,2,1,53,16,7,8,"BE23"
"BE",3,2,2,2,31,16,7,8,"BE23"
"BE",2,2,2,1,22,11,1,10,"BE22"
"BE",2,2,1,1,39,16,6,10,"BE23"
"BE",1,2,3,2,22,17,6,10,"BE31"
"BE",1,3,3,2,75,13,6,5,"BE23"
"BE",2,3,2,1,54,21,7,10,"BE23"
"BE",2,2,2,1,40,15,6,9,"BE21"
"BE",1,3,2,1,30,16,6,7,"BE24"
"BE",3,2,2,2,52,12,4,2,"BE24"
"BE",1,4,4,1,45,17,6,7,"BE21"
"BE",1,4,4,1,25,18,7,8,"BE23"
"BE",1,3,3,2,67,14,6,7,"BE24"
"BE",1,3,3,2,65,15,6,8,"BE25"
"BE",1,4,4,2,44,18,6,8,"BE23"
"BE",2,3,2,1,81,9,7,8,"BE25"
"BE",2,2,2,1,70,10,2,6,"BE22"
"BE",2,3,3,2,51,13,6,5,"BE23"
"BE",2,2,2,1,44,18,7,10,"BE24"
"BE",1,2,1,1,47,24,4,7,"BE23"
"BE",2,3,2,2,77,12,4,2,"BE25"
"BE",2,2,2,2,62,14,6,5,"BE21"
"BE",3,2,1,1,46,17,7,9,"BE23"
"BE",1,3,3,2,77,12,4,3,"BE22"
"BE",2,2,2,1,48,17,7,10,"BE33"
"BE",NA,NA,NA,2,39,17,7,8,"BE24"
"BE",1,4,3,2,65,12,4,2,"BE21"
"BE",2,2,2,1,24,14,4,7,"BE31"
"BE",2,3,3,1,36,17,6,NA,"BE23"
"BE",1,2,3,1,58,19,7,10,"BE10"
"BE",2,2,2,1,53,18,7,10,"BE24"
"BE",3,2,2,2,55,21,6,8,"BE34"
"BE",1,3,2,1,40,23,7,7,"BE24"
"BE",2,3,2,2,48,18,7,8,"BE24"
"BE",1,4,3,1,38,13,5,8,"BE22"
"BE",2,3,3,2,53,19,7,5,"BE31"
"BE",4,1,1,1,39,14,4,1,"BE33"
"BE",3,1,1,2,57,18,7,5,"BE22"
"BE",2,3,3,1,40,13,4,8,"BE25"
"BE",3,2,3,1,23,16,6,9,"BE21"
"BE",1,4,4,2,72,9,2,3,"BE22"
"BE",2,3,3,2,49,15,4,8,"BE32"
"BE",2,2,3,1,47,10,2,5,"BE32"
"BE",1,4,3,2,20,14,4,NA,"BE24"
"BE",2,2,3,2,70,15,6,4,"BE32"
"BE",2,2,2,2,70,15,6,8,"BE22"
"BE",1,2,2,2,63,17,7,9,"BE24"
"BE",3,2,2,2,60,15,7,10,"BE21"
"BE",1,3,3,2,60,21,7,NA,"BE24"
"BE",2,3,3,1,68,9,5,4,"BE22"
"BE",2,3,3,2,22,13,4,3,"BE21"
"BE",1,4,3,2,66,9,2,3,"BE21"
"BE",2,2,2,2,55,17,7,6,"BE32"
"BE",1,3,2,1,57,13,4,1,"BE21"
"BE",1,3,3,1,61,17,7,10,"BE22"
"BE",3,1,2,1,42,17,6,4,"BE23"
"BE",3,4,4,1,45,13,5,4,"BE25"
"BE",1,3,3,2,52,23,6,8,"BE21"
"BE",1,3,2,2,56,12,4,5,"BE21"
"BE",1,3,4,2,44,13,2,7,"BE22"
"BE",2,3,3,2,35,14,3,7,"BE21"
"BE",1,4,3,2,37,14,5,7,"BE24"
