"cntry","w4q47","w4q50","w4q52","gndr","agea","eduyrs","eisced","hinctnta","region"
"GB",1,3,3,1,40,17,6,9,"UKJ"
"GB",2,2,2,2,39,19,7,3,"UKG"
"GB",2,3,3,2,38,26,7,5,"UKH"
"GB",1,4,4,2,53,22,7,9,"UKC"
"GB",3,2,2,1,53,18,7,8,"UKJ"
"GB",2,2,2,2,34,13,7,NA,"UKJ"
"GB",2,3,2,2,29,17,6,6,"UKI"
"GB",3,1,1,1,31,16,6,4,"UKE"
"GB",1,4,3,2,40,24,7,9,"UKL"
"GB",3,2,2,2,44,13,4,4,"UKE"
"GB",1,4,3,2,56,21,7,10,"UKK"
"GB",2,3,3,2,44,13,6,10,"UKE"
"GB",NA,NA,NA,1,58,11,3,6,"UKF"
"GB",1,4,4,1,69,12,2,NA,"UKJ"
"GB",1,3,4,1,54,22,7,10,"UKN"
"GB",2,2,1,1,66,12,55,3,"UKH"
"GB",1,3,3,2,79,24,5,6,"UKI"
"GB",2,1,1,1,75,20,7,3,"UKM"
"GB",2,3,3,2,64,14,4,3,"UKD"
"GB",1,3,3,2,75,12,3,2,"UKK"
"GB",1,4,4,1,73,10,1,7,"UKF"
"GB",2,3,2,1,70,10,1,10,"UKD"
"GB",4,1,2,1,47,18,7,7,"UKK"
"GB",2,1,1,2,71,12,2,1,"UKE"
"GB",1,3,3,2,54,15,7,6,"UKL"
"GB",1,4,4,2,76,20,7,7,"UKN"
"GB",1,3,3,2,45,17,6,NA,"UKD"
"GB",1,2,2,2,62,14,4,9,"UKI"
"GB",1,3,3,2,77,19,5,2,"UKM"
"GB",2,2,2,2,71,11,4,1,"UKJ"
"GB",1,2,2,2,51,18,7,10,"UKJ"
"GB",2,4,2,1,69,11,5,3,"UKC"
"GB",1,3,2,1,48,12,4,NA,"UKD"
"GB",1,4,4,1,49,13,1,8,"UKC"
"GB",2,2,2,2,68,17,6,2,"UKJ"
"GB",1,4,3,2,39,17,7,5,"UKE"
"GB",3,2,2,1,60,11,4,7,"UKE"
"GB",2,3,3,2,47,17,6,6,"UKD"
"GB",2,4,3,2,71,0,1,1,"UKM"
"GB",1,3,3,2,40,17,6,4,"UKK"
"GB",2,3,2,2,21,10,3,4,"UKG"
"GB",1,2,2,2,34,25,7,9,"UKL"
"GB",1,1,3,1,52,19,6,10,"UKK"
"GB",1,4,4,1,61,16,5,4,"UKD"
"GB",2,2,3,1,29,16,3,8,"UKE"
"GB",2,2,2,2,39,17,4,7,"UKJ"
"GB",1,4,4,2,70,26,6,2,"UKD"
"GB",2,2,2,1,47,14,4,8,"UKD"
"GB",1,3,3,1,53,12,2,7,"UKK"
"GB",1,2,2,1,63,16,6,6,"UKC"
"GB",1,4,4,2,53,12,2,6,"UKF"
"GB",1,3,4,1,36,18,7,NA,"UKG"
"GB",NA,NA,NA,2,55,17,5,2,"UKF"
"GB",2,2,2,2,37,19,6,NA,"UKI"
"GB",1,4,4,1,67,20,7,9,"UKH"
"GB",2,2,2,2,57,19,5,5,"UKJ"
"GB",1,2,2,2,43,18,7,NA,"UKJ"
"GB",1,2,2,1,52,20,7,9,"UKM"
"GB",3,2,3,1,57,11,1,2,"UKM"
"GB",1,2,2,1,68,10,2,5,"UKK"
"GB",3,2,2,2,39,11,1,1,"UKF"
"GB",1,4,3,1,65,21,3,1,"UKJ"
"GB",1,3,4,1,69,12,4,4,"UKM"
"GB",1,1,4,1,61,14,5,9,"UKF"
"GB",2,2,3,2,84,20,7,9,"UKL"
"GB",2,2,2,1,52,21,7,8,"UKJ"
"GB",1,4,4,1,74,11,3,6,"UKH"
"GB",1,3,3,2,38,11,2,4,"UKL"
"GB",3,1,2,2,25,16,6,5,"UKF"
"GB",1,3,3,2,29,16,3,4,"UKD"
"GB",3,2,2,1,66,18,7,2,"UKJ"
"GB",1,3,2,1,50,11,2,9,"UKD"
"GB",1,2,4,1,47,16,7,9,"UKH"
"GB",1,2,2,1,66,17,7,3,"UKM"
"GB",2,3,3,2,34,9,2,5,"UKG"
"GB",1,2,1,2,28,15,2,NA,"UKL"
"GB",1,2,2,1,44,20,6,10,"UKJ"
"GB",1,3,4,1,37,16,6,10,"UKE"
"GB",1,2,3,1,64,14,4,2,"UKK"
"GB",2,3,2,1,74,23,6,3,"UKI"
"GB",1,3,4,1,88,12,5,7,"UKD"
"GB",1,2,2,2,24,17,7,4,"UKK"
"GB",2,2,2,2,36,15,5,NA,"UKG"
"GB",1,4,4,1,58,11,1,5,"UKE"
"GB",2,3,3,2,72,18,5,8,"UKL"
"GB",2,3,4,2,43,17,6,5,"UKD"
"GB",2,2,2,2,44,12,5,1,"UKH"
"GB",1,4,4,2,20,16,5,5,"UKJ"
"GB",1,3,2,1,66,14,4,10,"UKJ"
"GB",1,3,2,1,63,11,6,6,"UKD"
"GB",1,3,3,2,39,19,7,10,"UKI"
"GB",1,3,3,2,47,15,7,3,"UKJ"
"GB",1,2,2,2,78,18,5,5,"UKK"
"GB",2,3,3,1,60,11,1,3,"UKK"
"GB",1,4,4,2,37,21,7,7,"UKI"
"GB",1,2,2,2,74,45,7,5,"UKD"
"GB",2,2,2,2,74,18,6,2,"UKI"
"GB",1,3,4,2,65,15,7,8,"UKN"
"GB",2,1,2,2,52,17,6,5,"UKL"
"GB",2,2,3,1,71,14,3,6,"UKJ"
"GB",2,2,2,1,77,17,6,9,"UKK"
"GB",1,3,3,1,69,18,7,6,"UKJ"
"GB",1,3,4,1,56,18,6,10,"UKJ"
"GB",1,2,2,2,55,11,2,4,"UKM"
"GB",2,2,2,2,30,13,3,2,"UKE"
"GB",2,2,2,2,55,13,4,4,"UKH"
"GB",2,2,2,2,55,13,2,7,"UKK"
"GB",3,4,4,1,34,14,3,9,"UKD"
"GB",2,4,4,2,46,18,7,9,"UKK"
"GB",2,3,3,1,54,10,1,8,"UKG"
"GB",1,3,3,2,79,11,1,3,"UKM"
"GB",1,3,3,2,63,17,5,NA,"UKC"
"GB",2,3,3,1,25,21,7,6,"UKE"
"GB",2,2,2,2,36,15,4,4,"UKM"
"GB",3,2,2,1,71,14,5,5,"UKE"
"GB",4,1,1,2,45,17,6,5,"UKJ"
"GB",1,2,2,1,68,13,4,4,"UKC"
"GB",1,3,4,1,63,16,5,8,"UKH"
"GB",1,3,3,1,45,16,4,7,"UKD"
"GB",3,1,1,2,52,18,6,10,"UKE"
"GB",4,1,2,2,48,17,7,2,"UKD"
"GB",2,2,2,2,52,13,3,6,"UKH"
"GB",2,3,4,2,35,14,4,4,"UKC"
"GB",1,2,2,2,75,19,6,2,"UKH"
"GB",3,2,3,2,19,15,2,3,"UKF"
"GB",1,3,4,2,70,12,5,4,"UKK"
"GB",2,2,2,2,77,11,2,1,"UKL"
"GB",1,3,3,2,44,13,4,8,"UKE"
"GB",1,4,4,1,78,17,7,10,"UKF"
"GB",3,2,2,1,72,10,1,8,"UKK"
"GB",2,2,2,2,60,11,1,1,"UKD"
"GB",2,3,3,2,77,20,7,4,"UKJ"
"GB",1,3,3,1,73,20,7,10,"UKF"
"GB",2,2,4,2,62,20,7,4,"UKJ"
"GB",2,2,3,2,NA,25,7,4,"UKG"
"GB",2,2,2,1,70,18,6,3,"UKK"
"GB",1,4,3,1,58,11,2,5,"UKM"
"GB",1,2,3,2,67,19,6,7,"UKE"
"GB",NA,NA,NA,1,64,15,1,8,"UKI"
"GB",2,3,4,2,69,14,5,7,"UKM"
"GB",1,4,4,2,70,16,5,8,"UKK"
"GB",1,2,2,1,31,20,7,9,"UKD"
"GB",2,2,2,2,55,11,2,1,"UKE"
"GB",1,2,2,1,70,22,7,9,"UKF"
"GB",2,3,3,1,47,11,5,10,"UKN"
"GB",2,2,2,1,55,14,5,1,"UKE"
"GB",1,4,4,2,37,20,6,5,"UKM"
"GB",1,3,2,1,69,12,4,9,"UKD"
"GB",3,NA,1,1,55,17,6,10,"UKJ"
"GB",2,1,2,1,51,12,4,7,"UKJ"
"GB",3,4,4,2,69,5,1,10,"UKE"
"GB",3,2,2,2,60,11,5,10,"UKK"
"GB",1,4,4,1,72,12,1,4,"UKE"
"GB",1,2,2,1,44,18,4,8,"UKG"
"GB",2,2,2,1,48,18,7,9,"UKJ"
"GB",2,2,2,2,68,10,4,2,"UKC"
"GB",2,3,3,2,48,15,5,7,"UKH"
"GB",1,2,2,1,39,16,6,10,"UKK"
"GB",1,3,2,1,56,17,6,10,"UKI"
"GB",1,2,2,2,61,15,4,6,"UKE"
"GB",3,2,2,2,54,18,6,6,"UKD"
"GB",3,2,2,2,53,11,2,4,"UKI"
"GB",2,1,1,1,66,15,5,3,"UKD"
"GB",1,4,4,2,67,16,5,6,"UKF"
"GB",1,NA,2,2,76,10,1,1,"UKE"
"GB",2,2,2,1,54,16,6,10,"UKI"
"GB",2,3,3,1,66,11,5,6,"UKG"
"GB",1,4,4,2,58,15,5,8,"UKF"
"GB",1,4,4,2,74,12,1,4,"UKC"
"GB",1,3,3,2,48,17,7,7,"UKN"
"GB",1,3,3,1,80,11,3,2,"UKF"
"GB",1,2,2,1,62,11,4,7,"UKF"
"GB",2,3,3,2,40,17,5,5,"UKK"
"GB",1,3,4,2,71,15,4,3,"UKC"
"GB",1,3,3,1,70,15,6,5,"UKF"
"GB",2,3,4,2,31,20,7,10,"UKK"
"GB",3,2,2,2,53,18,4,4,"UKK"
"GB",1,3,3,2,67,13,4,4,"UKK"
"GB",1,3,3,2,34,18,7,6,"UKI"
"GB",1,4,4,1,56,18,7,10,"UKF"
"GB",3,2,2,1,59,11,1,3,"UKH"
"GB",2,3,3,2,44,14,4,1,"UKJ"
"GB",1,4,4,1,38,16,6,10,"UKG"
"GB",2,2,3,2,74,14,4,5,"UKD"
"GB",1,3,3,2,51,13,3,9,"UKM"
"GB",2,2,2,1,58,11,4,10,"UKH"
"GB",2,3,2,2,32,13,4,3,"UKI"
"GB",1,4,4,1,64,19,7,7,"UKL"
"GB",1,3,4,2,33,12,5,9,"UKI"
"GB",1,3,4,2,76,13,5,3,"UKG"
"GB",1,3,3,2,73,17,6,9,"UKE"
"GB",1,3,4,1,73,17,6,4,"UKN"
"GB",2,3,4,2,69,15,2,9,"UKK"
"GB",1,2,3,2,57,17,7,6,"UKI"
"GB",1,4,4,2,74,10,5,5,"UKK"
"GB",2,2,2,2,57,13,4,7,"UKM"
"GB",1,2,2,2,59,15,4,5,"UKK"
"GB",1,3,3,1,54,18,7,10,"UKD"
"GB",3,2,2,2,66,18,4,9,"UKD"
"GB",1,3,4,2,67,18,5,NA,"UKK"
"GB",2,2,2,1,59,20,6,5,"UKE"
"GB",2,2,2,2,88,10,1,4,"UKC"
"GB",2,2,2,2,67,18,6,5,"UKJ"
"GB",2,2,2,1,50,18,6,10,"UKH"
"GB",2,2,2,2,57,11,7,1,"UKC"
"GB",1,3,2,1,55,22,7,8,"UKF"
"GB",4,1,1,2,74,12,4,9,"UKE"
"GB",2,2,2,2,60,19,6,10,"UKK"
"GB",1,4,3,1,26,12,4,5,"UKM"
"GB",4,2,2,2,61,21,6,4,"UKF"
"GB",3,2,2,2,85,12,2,3,"UKK"
"GB",1,4,3,1,75,11,1,4,"UKH"
"GB",1,2,2,2,51,11,5,NA,"UKG"
"GB",3,1,2,2,32,17,6,4,"UKK"
"GB",2,2,2,2,74,12,2,8,"UKK"
"GB",1,3,3,2,75,9,2,3,"UKJ"
"GB",1,3,3,1,31,12,4,5,"UKF"
"GB",3,1,1,1,31,16,5,8,"UKC"
"GB",1,4,4,2,62,16,4,8,"UKE"
"GB",2,2,2,2,59,16,5,10,"UKJ"
"GB",2,1,2,2,50,16,5,10,"UKL"
"GB",2,2,3,1,51,18,5,10,"UKK"
"GB",2,3,3,1,53,20,7,8,"UKN"
"GB",1,3,3,1,55,18,7,8,"UKL"
"GB",2,2,2,2,62,22,5,5,"UKL"
"GB",2,2,2,2,56,13,3,6,"UKF"
"GB",1,3,3,2,46,21,7,10,"UKC"
"GB",1,3,4,2,66,10,4,NA,"UKC"
"GB",2,3,3,2,67,17,5,8,"UKK"
"GB",1,3,2,2,64,11,5,2,"UKE"
"GB",3,2,2,2,56,14,5,5,"UKE"
"GB",1,2,2,2,27,17,6,1,"UKD"
"GB",1,3,3,2,31,16,5,4,"UKD"
"GB",2,3,3,2,57,15,4,8,"UKD"
"GB",3,2,2,1,51,12,2,1,"UKJ"
"GB",3,3,2,2,50,17,5,7,"UKK"
"GB",3,2,2,2,56,11,2,4,"UKF"
"GB",1,4,4,1,66,20,1,5,"UKJ"
"GB",1,3,2,1,37,13,4,5,"UKC"
"GB",1,4,4,1,29,16,4,9,"UKI"
"GB",1,3,4,1,33,20,7,8,"UKE"
"GB",1,4,4,2,68,20,6,5,"UKJ"
"GB",1,3,3,2,40,21,7,9,"UKE"
"GB",2,3,2,2,36,5,1,3,"UKH"
"GB",2,2,2,2,55,11,1,1,"UKK"
"GB",1,2,2,1,32,19,6,4,"UKM"
"GB",1,3,2,2,22,16,6,3,"UKG"
"GB",1,2,3,1,59,16,6,4,"UKD"
"GB",3,2,2,2,74,16,6,NA,"UKD"
"GB",3,2,2,1,63,20,6,7,"UKJ"
"GB",2,1,4,2,61,16,7,NA,"UKM"
"GB",2,2,3,1,62,24,7,8,"UKJ"
"GB",NA,NA,NA,2,58,20,7,2,"UKJ"
"GB",1,3,3,1,35,16,6,9,"UKF"
"GB",1,2,3,2,47,16,6,10,"UKI"
"GB",2,2,2,2,73,21,6,6,"UKK"
"GB",2,4,4,1,38,15,4,7,"UKE"
"GB",1,2,2,2,64,18,7,3,"UKD"
"GB",1,3,3,2,74,20,4,4,"UKH"
"GB",2,3,3,1,37,16,6,8,"UKJ"
"GB",1,4,4,2,60,16,6,3,"UKC"
"GB",1,3,4,2,39,16,5,2,"UKI"
"GB",1,3,4,2,52,13,5,2,"UKF"
"GB",2,2,2,2,32,13,5,2,"UKF"
"GB",1,2,3,2,75,19,7,3,"UKE"
"GB",1,4,4,2,68,11,7,7,"UKH"
"GB",1,4,4,2,65,13,5,6,"UKK"
"GB",2,3,4,2,35,23,7,4,"UKE"
"GB",4,1,1,2,51,13,2,1,"UKG"
"GB",2,2,1,1,64,13,4,5,"UKG"
"GB",1,4,3,2,72,12,7,4,"UKK"
"GB",2,2,2,1,69,14,3,7,"UKE"
"GB",3,2,2,2,33,15,6,1,"UKL"
"GB",2,2,2,1,48,21,7,6,"UKD"
"GB",4,1,1,1,48,11,1,2,"UKF"
"GB",1,2,2,2,66,10,1,NA,"UKK"
"GB",2,NA,3,2,45,13,4,1,"UKC"
"GB",1,4,4,2,81,22,3,8,"UKJ"
"GB",2,3,3,2,62,18,6,5,"UKE"
"GB",2,2,2,1,44,16,6,7,"UKM"
"GB",2,3,3,2,38,16,6,8,"UKC"
"GB",2,3,3,2,46,12,4,6,"UKF"
"GB",NA,NA,NA,2,67,18,55,7,"UKI"
"GB",1,3,4,1,48,17,4,5,"UKG"
"GB",1,3,3,2,76,20,7,2,"UKL"
"GB",1,3,2,1,75,15,7,3,"UKE"
"GB",3,2,1,2,56,11,4,5,"UKH"
"GB",1,3,3,1,65,10,4,1,"UKF"
"GB",1,4,4,2,44,20,6,10,"UKH"
"GB",1,4,3,1,68,20,6,9,"UKG"
"GB",1,2,2,2,52,20,7,10,"UKL"
"GB",1,3,3,2,45,21,7,10,"UKH"
"GB",2,3,2,1,82,15,3,4,"UKK"
"GB",1,4,4,1,41,17,6,9,"UKD"
"GB",2,3,3,1,52,18,7,3,"UKD"
"GB",2,3,3,1,35,13,5,10,"UKC"
"GB",1,4,4,2,68,18,7,10,"UKF"
"GB",2,3,2,1,55,18,6,8,"UKH"
"GB",2,3,3,2,30,20,7,10,"UKK"
"GB",1,4,4,1,78,19,7,9,"UKD"
"GB",2,2,1,1,61,23,6,8,"UKF"
"GB",1,4,4,2,62,18,7,5,"UKG"
"GB",1,3,3,2,26,11,6,9,"UKE"
"GB",1,2,2,2,30,16,6,4,"UKH"
"GB",4,2,2,2,56,11,5,6,"UKE"
"GB",3,2,2,2,58,10,1,1,"UKE"
"GB",1,2,2,1,NA,NA,6,NA,"UKH"
"GB",2,2,3,1,54,15,3,9,"UKL"
"GB",2,3,2,1,35,20,1,4,"UKD"
"GB",1,3,3,2,64,10,4,NA,"UKD"
"GB",2,2,2,1,72,11,2,4,"UKK"
"GB",1,2,3,1,72,16,4,9,"UKJ"
"GB",3,3,4,1,63,15,5,1,"UKE"
"GB",3,2,3,2,79,11,1,5,"UKG"
"GB",4,1,1,2,63,11,4,1,"UKC"
"GB",3,2,2,1,40,20,6,9,"UKJ"
"GB",2,2,2,2,64,19,5,NA,"UKI"
"GB",3,2,2,2,84,13,1,3,"UKH"
"GB",1,3,2,2,71,14,5,3,"UKJ"
"GB",1,4,4,2,55,12,2,4,"UKG"
"GB",2,1,3,2,33,20,7,4,"UKH"
"GB",1,3,4,2,23,17,6,1,"UKG"
"GB",2,3,3,1,70,NA,7,7,"UKM"
"GB",1,4,4,2,66,15,5,6,"UKG"
"GB",2,2,2,1,77,10,1,2,"UKK"
"GB",1,2,3,2,69,14,5,6,"UKC"
"GB",3,2,1,1,54,16,5,NA,"UKF"
"GB",2,3,3,2,81,11,1,5,"UKD"
"GB",NA,NA,NA,2,80,13,2,10,"UKE"
"GB",1,3,2,1,44,11,4,6,"UKL"
"GB",2,2,2,1,20,12,5,NA,"UKK"
"GB",1,4,4,1,81,17,6,4,"UKJ"
"GB",1,4,4,2,77,15,6,8,"UKF"
"GB",1,4,4,2,67,12,4,1,"UKI"
"GB",1,4,3,1,60,12,7,10,"UKL"
"GB",2,3,3,2,24,16,6,4,"UKE"
"GB",3,3,2,2,39,16,4,1,"UKF"
"GB",NA,4,4,2,73,16,6,7,"UKG"
"GB",2,2,2,2,60,20,7,3,"UKI"
"GB",1,4,2,2,51,11,2,5,"UKJ"
"GB",1,2,2,2,56,23,7,10,"UKH"
"GB",1,3,3,2,26,17,6,7,"UKG"
"GB",2,2,2,1,75,17,6,5,"UKE"
"GB",2,2,2,2,76,10,1,2,"UKJ"
"GB",1,3,4,2,45,16,6,7,"UKJ"
"GB",1,3,4,2,81,16,6,10,"UKI"
"GB",1,3,4,2,45,15,7,10,"UKI"
"GB",2,2,2,1,73,16,4,2,"UKM"
"GB",2,2,2,2,57,14,3,4,"UKG"
"GB",1,2,2,2,49,18,6,10,"UKL"
"GB",2,2,4,1,82,10,5,1,"UKK"
"GB",1,4,2,1,64,10,1,6,"UKH"
"GB",2,2,2,1,70,16,4,3,"UKE"
"GB",1,4,4,2,45,16,6,8,"UKF"
"GB",2,2,2,1,53,14,6,10,"UKE"
"GB",3,2,1,2,42,18,6,1,"UKI"
"GB",2,2,2,2,52,11,2,9,"UKF"
"GB",2,2,2,2,50,18,6,1,"UKE"
"GB",1,1,4,1,58,15,4,8,"UKK"
"GB",1,2,2,2,42,11,5,7,"UKE"
"GB",1,3,3,2,62,23,6,10,"UKK"
"GB",1,4,3,2,57,17,6,8,"UKE"
"GB",1,3,3,2,37,17,6,1,"UKI"
"GB",1,3,4,1,65,10,1,4,"UKM"
"GB",1,4,4,2,55,11,1,4,"UKC"
"GB",2,3,3,1,64,16,4,4,"UKD"
"GB",2,3,3,1,60,17,6,9,"UKE"
"GB",1,3,3,1,77,11,1,10,"UKL"
"GB",4,1,2,1,67,20,6,7,"UKD"
"GB",3,2,2,1,49,17,6,9,"UKD"
"GB",2,2,2,2,41,19,5,10,"UKI"
"GB",2,1,1,1,41,16,7,7,"UKD"
"GB",2,3,3,2,74,22,7,1,"UKJ"
"GB",1,3,3,1,50,11,2,6,"UKL"
"GB",1,2,3,1,53,12,4,4,"UKJ"
"GB",3,2,2,1,31,13,3,1,"UKK"
"GB",4,1,1,2,36,19,6,9,"UKI"
"GB",2,2,2,2,28,15,6,4,"UKK"
"GB",2,3,4,2,30,17,7,7,"UKD"
"GB",1,3,4,2,69,18,6,1,"UKC"
"GB",1,4,4,1,56,16,5,9,"UKJ"
"GB",1,3,4,2,23,16,6,9,"UKF"
"GB",1,3,4,2,55,18,6,7,"UKN"
"GB",1,3,3,1,34,20,7,10,"UKJ"
"GB",1,3,3,1,72,12,2,2,"UKJ"
"GB",1,1,1,1,32,18,6,2,"UKG"
"GB",3,2,2,2,79,10,1,1,"UKD"
"GB",1,4,4,1,77,19,7,7,"UKG"
"GB",2,3,3,1,70,14,5,8,"UKF"
"GB",3,2,1,1,47,20,6,6,"UKH"
"GB",1,3,3,1,70,16,4,1,"UKM"
"GB",2,3,3,2,73,12,4,2,"UKM"
"GB",3,2,2,1,61,11,4,2,"UKH"
"GB",2,2,2,1,59,10,2,3,"UKH"
"GB",2,2,2,2,65,11,4,3,"UKM"
"GB",1,3,3,2,32,18,6,10,"UKD"
"GB",1,4,4,2,73,10,2,4,"UKG"
"GB",2,4,2,1,65,11,3,7,"UKM"
"GB",1,4,4,2,44,14,2,9,"UKF"
"GB",2,2,3,2,36,10,1,1,"UKG"
"GB",1,3,4,2,52,14,4,5,"UKJ"
"GB",4,4,3,1,57,11,1,5,"UKE"
"GB",4,1,3,1,49,27,1,1,"UKC"
"GB",1,3,3,2,43,18,7,4,"UKM"
"GB",2,2,2,2,49,11,3,4,"UKH"
"GB",1,3,3,1,55,13,2,6,"UKI"
"GB",1,4,4,1,58,16,4,2,"UKJ"
"GB",2,2,2,2,28,17,6,10,"UKJ"
"GB",2,2,2,1,64,15,NA,4,"UKM"
"GB",2,3,2,2,51,15,5,3,"UKM"
"GB",1,3,4,1,69,15,5,6,"UKD"
"GB",1,3,3,1,57,11,2,4,"UKK"
"GB",2,2,2,2,57,21,7,9,"UKJ"
"GB",1,3,4,1,81,18,7,6,"UKK"
"GB",1,3,3,1,58,12,4,5,"UKI"
"GB",1,4,4,1,23,17,6,4,"UKE"
"GB",1,4,3,2,64,16,6,6,"UKE"
"GB",2,2,3,2,70,26,7,5,"UKJ"
"GB",2,2,1,2,41,18,7,3,"UKD"
"GB",1,3,3,1,29,13,5,7,"UKL"
"GB",2,4,4,2,63,15,7,5,"UKJ"
"GB",1,2,3,2,68,12,2,5,"UKK"
"GB",2,3,3,2,61,18,6,6,"UKE"
"GB",3,2,2,2,56,11,2,1,"UKC"
"GB",1,2,4,1,54,6,6,5,"UKE"
"GB",1,3,3,2,72,17,6,4,"UKJ"
"GB",2,3,3,2,58,15,7,6,"UKL"
"GB",3,1,2,1,79,10,1,9,"UKC"
"GB",1,4,3,2,58,19,7,9,"UKJ"
"GB",2,3,NA,1,66,17,7,9,"UKH"
"GB",3,2,3,2,28,16,6,5,"UKH"
"GB",1,2,2,2,34,22,7,4,"UKM"
"GB",4,1,1,1,48,7,5,8,"UKJ"
"GB",3,2,2,1,55,17,6,10,"UKJ"
"GB",2,3,3,2,42,16,7,10,"UKH"
"GB",1,3,2,2,65,12,5,1,"UKN"
"GB",4,1,1,1,41,11,NA,6,"UKH"
"GB",3,2,2,2,39,15,6,7,"UKG"
"GB",1,4,3,1,61,9,1,2,"UKH"
"GB",2,2,2,1,48,22,7,9,"UKI"
"IS",1,3,3,1,68,21,7,7,"IS002"
"IS",2,4,2,2,74,10,2,2,"IS002"
"IS",2,2,3,1,26,17,3,7,"IS001"
"IS",1,2,3,2,36,NA,3,4,"IS001"
"IS",2,2,2,2,40,15,5,9,"IS001"
"IS",1,3,2,2,60,14,6,5,"IS002"
"IS",3,2,2,2,27,10,2,4,"IS002"
"IS",2,2,2,1,76,18,6,7,"IS002"
"IS",1,4,3,2,79,13,5,NA,"IS001"
"IS",2,2,2,2,21,16,2,NA,"IS001"
"IS",1,2,3,1,60,14,5,NA,"IS001"
"IS",1,3,2,2,70,7,2,1,"IS002"
"IS",1,4,4,2,63,15,5,3,"IS001"
"IS",1,4,4,2,29,13,4,4,"IS001"
"IS",1,3,4,2,33,17,4,4,"IS001"
"IS",1,3,4,1,60,9,2,6,"IS001"
"IS",1,4,3,2,44,17,6,7,"IS001"
"IS",1,3,2,1,68,20,7,6,"IS001"
"IS",1,3,3,1,33,20,6,5,"IS001"
"IS",1,3,2,1,49,18,5,8,"IS002"
"IS",1,3,3,2,55,12,3,5,"IS001"
"IS",2,2,2,1,53,17,6,5,"IS001"
"IS",1,2,2,2,47,18,7,4,"IS001"
"IS",1,3,3,1,55,14,3,5,"IS002"
"IS",2,2,3,1,58,15,5,6,"IS001"
"IS",3,1,1,1,40,20,7,5,"IS001"
"IS",3,2,2,2,47,14,4,2,"IS001"
"IS",1,3,3,1,31,18,3,4,"IS001"
"IS",1,2,2,1,59,21,7,9,"IS001"
"IS",2,3,2,2,57,17,6,6,"IS001"
"IS",2,2,2,1,62,14,5,3,"IS001"
"IS",3,1,1,2,28,16,6,5,"IS002"
"IS",1,3,3,1,73,15,2,4,"IS002"
"IS",2,3,3,2,47,20,6,8,"IS001"
"IS",1,4,4,1,66,13,5,10,"IS001"
"IS",NA,NA,NA,1,42,21,6,7,"IS001"
"IS",1,3,3,2,38,18,7,9,"IS001"
"IS",1,4,4,1,43,20,7,10,"IS001"
"IS",2,3,2,2,67,6,7,7,"IS001"
"IS",3,3,2,1,71,19,7,7,"IS001"
"IS",1,3,4,2,48,17,4,6,"IS001"
"IS",2,2,2,1,55,15,3,6,"IS001"
"IS",2,2,3,1,51,18,6,8,"IS001"
"IS",1,2,2,1,53,12,2,2,"IS002"
"IS",1,2,2,2,74,17,7,3,"IS001"
"IS",NA,NA,NA,1,50,15,3,6,"IS001"
"IS",1,3,3,2,63,20,5,3,"IS002"
"IS",1,4,2,2,48,18,6,8,"IS001"
"IS",2,2,2,1,55,11,3,7,"IS002"
"IS",3,1,2,1,27,11,2,1,"IS002"
"IS",2,2,2,2,49,20,7,NA,"IS001"
"IS",1,3,3,1,66,21,7,6,"IS002"
"IS",2,1,1,1,30,17,4,1,"IS001"
"IS",3,2,1,2,35,18,4,4,"IS002"
"IS",1,3,4,2,61,20,7,8,"IS001"
"IS",4,1,2,2,19,13,4,7,"IS001"
"IS",1,4,3,2,56,20,7,4,"IS002"
"IS",1,3,2,1,74,14,3,3,"IS002"
"IS",2,3,3,2,64,9,3,NA,"IS001"
"IS",2,2,2,2,58,16,3,4,"IS001"
"IS",1,2,1,1,69,18,6,6,"IS001"
"IS",1,3,3,1,70,8,3,3,"IS002"
"IS",1,4,4,1,81,20,5,4,"IS001"
"IS",1,3,3,2,65,10,2,6,"IS001"
"IS",1,2,2,1,73,15,5,5,"IS002"
"IS",2,3,3,2,70,12,2,1,"IS002"
"IS",1,3,3,2,45,19,6,7,"IS001"
"IS",2,2,2,1,35,20,7,7,"IS001"
"IS",1,2,2,2,54,22,7,NA,"IS002"
"IS",1,4,4,1,54,15,3,9,"IS001"
"IS",2,2,3,1,62,19,5,6,"IS002"
"IS",1,2,3,2,70,8,2,3,"IS001"
"IS",2,2,2,2,38,13,2,2,"IS002"
"IS",4,2,2,1,22,18,4,NA,"IS002"
"IS",2,3,3,1,46,17,5,10,"IS002"
"IS",1,3,3,2,54,12,3,6,"IS002"
"IS",3,2,2,2,18,12,2,NA,"IS001"
"IS",1,3,3,2,39,19,7,7,"IS001"
"IS",1,3,3,1,74,16,5,4,"IS001"
"IS",2,3,3,2,34,18,5,1,"IS001"
"IS",1,3,3,1,75,14,3,3,"IS001"
"IS",NA,NA,NA,1,38,17,6,3,"IS001"
"IS",2,2,2,1,46,15,4,9,"IS002"
"IS",1,3,4,2,49,17,6,9,"IS002"
"IS",2,3,3,2,64,23,6,NA,"IS001"
"IS",1,3,3,2,63,19,6,5,"IS001"
"IS",2,4,4,2,43,15,5,9,"IS001"
"IS",2,3,3,1,67,12,3,7,"IS001"
"IS",2,2,2,1,80,14,3,5,"IS002"
"IS",1,4,3,2,56,23,7,4,"IS002"
"IS",1,4,4,2,65,15,2,3,"IS001"
